"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 29, 2021","3,714.24","3,778.05","3,778.05","3,694.12","-","-1.93%"
"Jan 28, 2021","3,787.38","3,755.75","3,830.50","3,755.75","-","0.98%"
"Jan 27, 2021","3,750.77","3,836.83","3,836.83","3,732.48","-","-2.57%"
"Jan 26, 2021","3,849.62","3,862.96","3,870.90","3,847.78","-","-0.15%"
"Jan 25, 2021","3,855.36","3,851.68","3,859.23","3,797.16","-","0.36%"
"Jan 22, 2021","3,841.47","3,844.24","3,852.31","3,830.41","-","-0.30%"
"Jan 21, 2021","3,853.07","3,857.46","3,861.45","3,845.05","-","0.03%"
"Jan 20, 2021","3,851.85","3,816.22","3,859.75","3,816.22","-","1.39%"
"Jan 19, 2021","3,798.91","3,781.88","3,804.53","3,780.37","-","0.81%"
"Jan 15, 2021","3,768.25","3,788.73","3,788.73","3,749.62","-","-0.72%"
"Jan 14, 2021","3,795.54","3,814.98","3,823.60","3,792.86","-","-0.38%"
"Jan 13, 2021","3,809.84","3,802.23","3,820.96","3,791.50","-","0.23%"
"Jan 12, 2021","3,801.19","3,801.62","3,810.78","3,776.51","-","0.04%"
"Jan 11, 2021","3,799.61","3,803.14","3,817.86","3,789.02","-","-0.66%"
"Jan 08, 2021","3,824.68","3,815.05","3,826.69","3,783.60","-","0.55%"
"Jan 07, 2021","3,803.79","3,764.71","3,811.55","3,764.71","-","1.48%"
"Jan 06, 2021","3,748.14","3,712.20","3,783.04","3,705.34","-","0.57%"
"Jan 05, 2021","3,726.86","3,698.02","3,737.83","3,695.07","-","0.71%"
"Jan 04, 2021","3,700.65","3,764.61","3,769.99","3,662.71","-","-1.48%"
"Dec 31, 2020","3,756.07","3,733.27","3,760.20","3,726.88","-","0.64%"
"Dec 30, 2020","3,732.04","3,736.19","3,744.63","3,730.21","-","0.13%"
"Dec 29, 2020","3,727.04","3,750.01","3,756.12","3,723.31","-","-0.22%"
"Dec 28, 2020","3,735.36","3,723.03","3,740.51","3,723.03","-","0.87%"
"Dec 24, 2020","3,703.06","3,694.03","3,703.82","3,689.32","-","0.35%"
"Dec 23, 2020","3,690.01","3,693.42","3,711.24","3,689.28","-","0.07%"
"Dec 22, 2020","3,687.26","3,698.08","3,698.26","3,676.16","-","-0.21%"
"Dec 21, 2020","3,694.92","3,684.28","3,702.90","3,636.48","-","-0.39%"
"Dec 18, 2020","3,709.41","3,722.39","3,726.70","3,685.84","-","-0.35%"
"Dec 17, 2020","3,722.48","3,713.65","3,725.12","3,710.87","-","0.58%"
"Dec 16, 2020","3,701.17","3,696.25","3,711.27","3,688.57","-","0.18%"
"Dec 15, 2020","3,694.62","3,666.41","3,695.29","3,659.62","-","1.29%"
"Dec 14, 2020","3,647.49","3,675.27","3,697.61","3,645.84","-","-0.44%"
"Dec 11, 2020","3,663.46","3,656.08","3,665.91","3,633.40","-","-0.13%"
"Dec 10, 2020","3,668.10","3,659.13","3,678.49","3,645.18","-","-0.13%"
"Dec 09, 2020","3,672.82","3,705.98","3,712.39","3,660.54","-","-0.79%"
"Dec 08, 2020","3,702.25","3,683.05","3,708.45","3,678.83","-","0.28%"
"Dec 07, 2020","3,691.96","3,694.73","3,697.41","3,678.88","-","-0.19%"
"Dec 04, 2020","3,699.12","3,670.94","3,699.20","3,670.94","-","0.88%"
"Dec 03, 2020","3,666.72","3,668.28","3,682.73","3,657.17","-","-0.06%"
"Dec 02, 2020","3,669.01","3,653.78","3,670.96","3,644.84","-","0.18%"
"Dec 01, 2020","3,662.45","3,645.87","3,678.45","3,645.87","-","1.13%"
"Nov 30, 2020","3,621.63","3,634.18","3,634.18","3,594.39","-","-0.46%"
"Nov 27, 2020","3,638.35","3,638.55","3,644.31","3,629.33","-","0.24%"
"Nov 25, 2020","3,629.65","3,635.50","3,635.50","3,617.76","-","-0.16%"
"Nov 24, 2020","3,635.41","3,594.52","3,642.31","3,594.52","-","1.62%"
"Nov 23, 2020","3,577.59","3,566.82","3,589.81","3,552.77","-","0.56%"
"Nov 20, 2020","3,557.54","3,579.31","3,581.23","3,556.85","-","-0.68%"
"Nov 19, 2020","3,581.87","3,559.41","3,585.22","3,543.84","-","0.39%"
"Nov 18, 2020","3,567.79","3,612.09","3,619.09","3,567.33","-","-1.16%"
"Nov 17, 2020","3,609.53","3,610.31","3,623.11","3,588.68","-","-0.48%"
"Nov 16, 2020","3,626.91","3,600.16","3,628.51","3,600.16","-","1.16%"
"Nov 13, 2020","3,585.15","3,552.57","3,593.66","3,552.57","-","1.36%"
"Nov 12, 2020","3,537.01","3,562.67","3,569.02","3,518.58","-","-1.00%"
"Nov 11, 2020","3,572.66","3,563.22","3,581.16","3,557.00","-","0.77%"
"Nov 10, 2020","3,545.53","3,543.26","3,557.22","3,511.91","-","-0.14%"
"Nov 09, 2020","3,550.50","3,583.04","3,645.99","3,547.48","-","1.17%"
"Nov 06, 2020","3,509.44","3,508.34","3,521.58","3,484.34","-","-0.03%"
"Nov 05, 2020","3,510.45","3,485.74","3,529.05","3,485.74","-","1.95%"
"Nov 04, 2020","3,443.44","3,406.46","3,486.25","3,405.17","-","2.20%"
"Nov 03, 2020","3,369.16","3,336.25","3,389.49","3,336.25","-","1.78%"
"Nov 02, 2020","3,310.24","3,296.20","3,330.14","3,279.74","-","1.23%"
"Oct 30, 2020","3,269.96","3,293.59","3,304.93","3,233.94","-","-1.21%"
"Oct 29, 2020","3,310.11","3,277.17","3,341.05","3,259.82","-","1.19%"
"Oct 28, 2020","3,271.03","3,342.48","3,342.48","3,268.89","-","-3.53%"
"Oct 27, 2020","3,390.68","3,403.15","3,409.51","3,388.71","-","-0.30%"
"Oct 26, 2020","3,400.97","3,441.42","3,441.42","3,364.86","-","-1.86%"
"Oct 23, 2020","3,465.39","3,464.90","3,466.46","3,440.45","-","0.34%"
"Oct 22, 2020","3,453.49","3,438.50","3,460.53","3,415.34","-","0.52%"
"Oct 21, 2020","3,435.56","3,439.91","3,464.86","3,433.06","-","-0.22%"
"Oct 20, 2020","3,443.12","3,439.38","3,476.93","3,435.65","-","0.47%"
"Oct 19, 2020","3,426.92","3,493.66","3,502.42","3,419.93","-","-1.63%"
"Oct 16, 2020","3,483.81","3,493.50","3,515.76","3,480.45","-","0.01%"
"Oct 15, 2020","3,483.34","3,453.72","3,489.08","3,440.89","-","-0.15%"
"Oct 14, 2020","3,488.67","3,515.47","3,527.94","3,480.55","-","-0.66%"
"Oct 13, 2020","3,511.93","3,534.01","3,534.01","3,500.86","-","-0.63%"
"Oct 12, 2020","3,534.22","3,500.02","3,549.85","3,499.61","-","1.64%"
"Oct 09, 2020","3,477.13","3,459.67","3,482.34","3,458.07","-","0.88%"
"Oct 08, 2020","3,446.83","3,434.28","3,447.28","3,428.15","-","0.80%"
"Oct 07, 2020","3,419.45","3,384.56","3,426.26","3,384.56","-","1.74%"
"Oct 06, 2020","3,360.95","3,408.74","3,431.56","3,354.54","-","-1.40%"
"Oct 05, 2020","3,408.63","3,367.27","3,409.57","3,367.27","-","1.80%"
"Oct 02, 2020","3,348.44","3,338.94","3,369.10","3,323.69","-","-0.96%"
"Oct 01, 2020","3,380.80","3,385.87","3,397.18","3,361.39","-","0.53%"
"Sep 30, 2020","3,363.00","3,341.21","3,393.56","3,340.47","-","0.83%"
"Sep 29, 2020","3,335.47","3,350.92","3,357.92","3,327.54","-","-0.48%"
"Sep 28, 2020","3,351.60","3,333.90","3,360.74","3,332.91","-","1.61%"
"Sep 25, 2020","3,298.46","3,236.66","3,306.88","3,228.44","-","1.60%"
"Sep 24, 2020","3,246.59","3,226.14","3,278.70","3,209.45","-","0.30%"
"Sep 23, 2020","3,236.92","3,320.11","3,323.35","3,232.57","-","-2.37%"
"Sep 22, 2020","3,315.57","3,295.75","3,320.31","3,270.95","-","1.05%"
"Sep 21, 2020","3,281.06","3,285.57","3,285.57","3,229.10","-","-1.16%"
"Sep 18, 2020","3,319.47","3,357.38","3,362.27","3,292.40","-","-1.12%"
"Sep 17, 2020","3,357.01","3,346.86","3,375.17","3,328.82","-","-0.84%"
"Sep 16, 2020","3,385.49","3,411.23","3,428.92","3,384.45","-","-0.46%"
"Sep 15, 2020","3,401.20","3,407.73","3,419.48","3,389.25","-","0.52%"
"Sep 14, 2020","3,383.54","3,363.56","3,402.93","3,363.56","-","1.27%"
"Sep 11, 2020","3,340.97","3,352.70","3,368.95","3,310.47","-","0.05%"
"Sep 10, 2020","3,339.19","3,412.56","3,425.55","3,329.25","-","-1.76%"
"Sep 09, 2020","3,398.96","3,369.82","3,424.77","3,366.84","-","2.01%"
"Sep 08, 2020","3,331.84","3,371.88","3,379.97","3,329.27","-","-2.78%"
"Sep 04, 2020","3,426.96","3,453.60","3,479.15","3,349.63","-","-0.81%"
"Sep 03, 2020","3,455.06","3,564.74","3,564.85","3,427.41","-","-3.51%"
"Sep 02, 2020","3,580.84","3,543.76","3,588.11","3,535.23","-","1.54%"
"Sep 01, 2020","3,526.65","3,507.44","3,528.03","3,494.60","-","0.75%"
"Aug 31, 2020","3,500.31","3,509.73","3,514.77","3,493.25","-","-0.22%"
